,est,se
169,-0.049884535,0.031662107
170,-0.23033851,0.03245081
171,0.03677223,0.031644188
172,-0.105453074,0.0317981
173,0.21934792,0.032374583
174,-0.1215335,0.031855468
175,1.0,0.044721354
176,0.3099204,0.033106674
177,0.01115737,0.031624734
178,0.08449615,0.031735446
179,0.0269108,0.03163426
180,-0.0028086011,0.031622868
181,-0.14950414,0.031974245
182,0.05128474,0.03166432
183,1.0000002,0.044721358
184,-0.0024350767,0.031622864
185,-0.10596203,0.031799816
186,-0.33253443,0.033325374
187,0.0021395707,0.031622835
188,-0.063806996,0.031687092
189,0.08872523,0.031747002
190,0.99999994,0.0447214
191,-0.06285452,0.031685144
192,0.10767073,0.031805534
193,-0.14381492,0.031948086
194,-0.1861494,0.03216598
195,0.25226685,0.032613438
196,0.9999997,0.044721317
197,-0.30156612,0.033029415
198,-0.16365652,0.03204343
199,-0.17093545,0.03208142
200,-0.23865606,0.03251085
201,1.0000006,0.044721413
202,-0.20423265,0.03227553
203,0.0491105,0.031660914
204,0.14127678,0.031936817
205,0.99999905,0.044721276
206,0.10625963,0.031800773
207,0.06735752,0.031694394
208,1.0,0.044721354
209,-0.119636394,0.03184826
210,0.99999976,0.04472132
211,0.00023481218,0.03866402
212,0.07495818,0.031492885
213,0.103920676,0.04249462
214,0.07526624,0.034375228
215,0.20160131,0.029941374
216,0.2296933,0.0411112
217,0.34343183,0.029620547
218,0.13444006,0.03697409
219,0.3102782,0.025282102
220,0.1735533,0.03346352
221,-0.026943559,0.039559692
222,0.022740852,0.029577708
223,0.05336394,0.037204847
224,-0.00022043701,0.033515856
225,-0.00011478919,0.038612314
226,-0.00015256662,0.031614874
227,0.00029240426,0.03282597
228,1.5503996e-05,0.030093532
229,-0.00015708504,0.029051209
230,0.00026377113,0.027917812
